Intel Xeon Gold 6132,161
14x 2.60 GHz (3.70 GHz) HT,
Intel Xeon Gold 6152,161
22x 2.10 GHz (3.70 GHz) HT,
Intel Xeon Gold 6148,161
20x 2.40 GHz (3.70 GHz) HT,
Intel Core i7-7560U,161
2x 2.40 GHz (3.80 GHz) HT,
Intel Xeon Gold 6150,161
18x 2.70 GHz (3.70 GHz) HT,
Intel Xeon Gold 6148F,161
20x 2.40 GHz (3.70 GHz) HT,
Intel Xeon Gold 6140M,161
18x 2.30 GHz (3.70 GHz) HT,
Intel Xeon Gold 6138F,161
20x 2.00 GHz (3.70 GHz) HT,
Intel Xeon Gold 6130T,161
16x 2.10 GHz (3.70 GHz) HT,
Intel Xeon Platinum 8160,161
24x 2.10 GHz (3.70 GHz) HT,
Intel Xeon Platinum 8160M,161
24x 2.10 GHz (3.70 GHz) HT,
Intel Xeon Platinum 8160T,161
24x 2.10 GHz (3.70 GHz) HT,
Intel Xeon E3-1535M v5,161
4x 2.90 GHz (3.80 GHz) HT,
Intel Xeon Platinum 8164,161
26x 2.00 GHz (3.70 GHz) HT,
Intel Xeon Platinum 8170,161
26x 2.10 GHz (3.70 GHz) HT,
Intel Xeon Platinum 8170M,161
26x 2.10 GHz (3.70 GHz) HT,
Intel Xeon Platinum 8160F,161
24x 2.10 GHz (3.70 GHz) HT,
Intel Xeon Gold 6130F,161
16x 2.10 GHz (3.70 GHz) HT,
Intel Xeon Gold 6130,161
16x 2.10 GHz (3.70 GHz) HT,
Intel Xeon Gold 6126T,161
12x 2.60 GHz (3.70 GHz) HT,
Intel Xeon Gold 6126F,161
12x 2.60 GHz (3.70 GHz) HT,
Intel Xeon Gold 6126,161
12x 2.60 GHz (3.70 GHz) HT,
Intel Xeon Platinum 8168,161
24x 2.70 GHz (3.70 GHz) HT,
Intel Core i3-8145U,160
2x 2.10 GHz (3.90 GHz) HT,
Intel Core i3-6320,160
2x 3.90 GHz HT,
Intel Pentium G4620,159
2x 3.70 GHz HT,
Intel Pentium G5400,159
2x 3.70 GHz HT,
Intel Core i7-3960X,159
6x 3.30 GHz (3.90 GHz) HT,
Intel Core i5-9600T,159
6x 2.30 GHz (3.90 GHz),
Intel Xeon E3-1225 v6,158
4x 3.30 GHz (3.70 GHz),
Intel Core i3-8300,158
4x 3.70 GHz,
Intel Core i5-7287U,158
2x 3.30 GHz (3.70 GHz) HT,
Intel Core i7-5950HQ,157
4x 2.90 GHz (3.80 GHz) HT,
Intel Core i5-7600T,157
4x 2.80 GHz (3.70 GHz),
Intel Core i5-8250U,157
4x 1.60 GHz (3.40 GHz) HT,
Intel Xeon E3-1505M v5,157
4x 2.80 GHz (3.70 GHz) HT,
Intel Core i5-6685R,156
4x 3.20 GHz (3.80 GHz),
Intel Core i3-6300,156
2x 3.80 GHz HT,
Intel Core i5-8600T,156
6x 2.30 GHz (3.70 GHz),
Intel Core i5-7440HQ,155
4x 2.80 GHz (3.80 GHz),
Intel Core i5-9500T,155
6x 2.20 GHz (3.70 GHz),
AMD Ryzen 7 1700X,155
8x 3.40 GHz (3.80 GHz) HT,
Intel Xeon E5-2637 v4,155
4x 3.50 GHz (3.70 GHz) HT,
Intel Pentium G4600,155
2x 3.60 GHz HT,
AMD Ryzen 5 2400G,155
4x 3.60 GHz (3.90 GHz) HT,
Intel Xeon E5-2643 v4,155
6x 3.40 GHz (3.70 GHz) HT,
Intel Xeon E3-1225 v5,155
4x 3.00 GHz (3.70 GHz),
Intel Core i7-6700T,154
4x 2.80 GHz (3.60 GHz) HT,
Intel Core i3-8100,154
4x 3.60 GHz,
Intel Xeon E5-2687W v2,154
8x 3.40 GHz (4.00 GHz) HT,
Intel Core i7-5775R,154
4x 3.30 GHz (3.80 GHz) HT,
Intel Core i5-6500,153
4x 3.20 GHz (3.60 GHz),
Intel Core i3-4370,153
2x 3.80 GHz HT,
Intel Xeon E5-1620 v2,153
4x 3.70 GHz (3.90 GHz) HT,
Intel Core i7-6567U,153
2x 3.30 GHz (3.60 GHz) HT,
Intel Xeon E3-1275 v3,153
4x 3.50 GHz (3.90 GHz) HT,
Intel Xeon E3-1270 v3,153
4x 3.50 GHz (3.90 GHz) HT,
Intel Core i5-7360U,153
2x 2.30 GHz (3.60 GHz) HT,
Intel Pentium G4520,153
2x 3.60 GHz,
Intel Core i5-4690S,152
4x 3.20 GHz (3.90 GHz),
Intel Core i5-4690K,152
4x 3.50 GHz (3.90 GHz),
Intel Core i7-6950X,152
10x 3.00 GHz (3.50 GHz) HT,
Intel Core i3-6100,152
2x 3.70 GHz HT,
Intel Core i7-6820HQ,152
4x 2.70 GHz (3.60 GHz) HT,
Intel Core i5-4690,152
4x 3.50 GHz (3.90 GHz),
Intel Core i7-6820HK,152
4x 2.70 GHz (3.60 GHz) HT,
Intel Xeon E5-2667 v4,151
8x 3.20 GHz (3.60 GHz) HT,
Intel Xeon E3-1245 v3,151
4x 3.40 GHz (3.80 GHz) HT,
Intel Core i7-4960X,151
6x 3.60 GHz (4.00 GHz) HT,
AMD Ryzen 7 Pro 1700,151
8x 3.00 GHz (3.70 GHz) HT,
AMD Ryzen 7 Pro 1700X,151
8x 3.50 GHz (3.70 GHz) HT,
AMD Ryzen 5 Pro 1500,151
4x 3.50 GHz (3.70 GHz) HT,
AMD Ryzen 3 Pro 1300,151
4x 3.50 GHz (3.70 GHz),
AMD Ryzen 7 1700,151
8x 3.00 GHz (3.70 GHz) HT,
AMD Ryzen 5 1600X,151
6x 3.30 GHz (3.70 GHz) HT,
Intel Xeon E5-1660 v2,151
6x 3.70 GHz (4.00 GHz) HT,
Intel Xeon E5-2667 v2,151
8x 3.30 GHz (4.00 GHz) HT,
Intel Core i3-7300T,151
2x 3.50 GHz HT,
Intel Xeon E3-1240 v3,151
4x 3.40 GHz (3.80 GHz) HT,
AMD Ryzen 5 1500X,151
4x 3.50 GHz (3.70 GHz) HT,
Intel Pentium G4560,151
2x 3.50 GHz HT,
Intel Core i5-9400T,150
6x 1.80 GHz (3.40 GHz),
Intel Xeon E5-2697 v4,150
18x 2.30 GHz (3.60 GHz) HT,
Intel Xeon E5-2697A v4,150
16x 2.60 GHz (3.60 GHz) HT,
Intel Xeon E5-2699 v4,150
22x 2.20 GHz (3.60 GHz) HT,
Intel Xeon E5-2698 v4,150
20x 2.20 GHz (3.60 GHz) HT,
Intel Core i7-5775C,150
4x 3.30 GHz (3.70 GHz) HT,
Intel Xeon E3-1220 v6,149
4x 3.00 GHz (3.50 GHz),
Intel Core i7-7500U,149
2x 2.70 GHz (3.50 GHz) HT,
Intel Core i5-7267U,149
2x 3.10 GHz (3.50 GHz) HT,
Intel Core i5-7300U,149
2x 2.60 GHz (3.50 GHz) HT,
Intel Core i7-5850HQ,149
4x 2.70 GHz (3.60 GHz) HT,
Intel Core i5-6287U,149
2x 3.10 GHz (3.50 GHz) HT,
Intel Pentium G4500,149
2x 3.50 GHz,
Intel Core i5-6600T,149
4x 2.70 GHz (3.50 GHz),
Intel Core i5-7400,149
4x 3.00 GHz (3.50 GHz),
Intel Core i3-8109U,149
2x 3.00 GHz (3.60 GHz) HT,
Intel Core i3-4360,149
2x 3.70 GHz HT,
Intel Core i7-4900MQ,148
4x 2.80 GHz (3.80 GHz) HT,
Intel Core i5-8500T,148
6x 2.10 GHz (3.50 GHz),
Intel Xeon E3-1231 v3,148
4x 3.40 GHz (3.80 GHz) HT,
Intel Core i7-6770HQ,148
4x 2.60 GHz (3.50 GHz) HT,
Intel Core i7-6700HQ,148
4x 2.60 GHz (3.50 GHz) HT,
Intel Core i5-4670,148
4x 3.40 GHz (3.80 GHz),
Intel Core i5-4670K,148
4x 3.40 GHz (3.80 GHz),
AMD Ryzen 5 Pro 1600,147
6x 3.20 GHz (3.60 GHz) HT,
AMD Ryzen 5 1600,147
6x 3.20 GHz (3.60 GHz) HT,
Intel Core i5-6585R,147
4x 2.80 GHz (3.60 GHz),
Intel Xeon E5-2630L v3,147
8x 1.80 GHz (2.90 GHz) HT,
Intel Xeon E3-1220 v5,147
4x 3.00 GHz (3.50 GHz),
AMD Ryzen 3 1300X,146
4x 3.40 GHz (3.90 GHz),
Intel Xeon E5-1650 v3,146
6x 3.50 GHz (3.80 GHz) HT,
AMD Ryzen 7 3700U,146
4x 2.30 GHz (4.00 GHz) HT,
Intel Core i5-5675R,146
4x 3.10 GHz (3.60 GHz),
Intel Xeon E5-2690 v4,146
14x 2.60 GHz (3.50 GHz) HT,
Intel Core i5-5675C,146
4x 3.10 GHz (3.60 GHz),
Intel Xeon E5-2687W v4,146
12x 3.00 GHz (3.50 GHz) HT,
Intel Core i3-7100T,146
2x 3.40 GHz HT,
Intel Core i7-5700HQ,145
4x 2.70 GHz (3.50 GHz) HT,
Intel Xeon E5-1650 v2,145
6x 3.50 GHz (3.90 GHz) HT,
Intel Core i3-4160,145
2x 3.60 GHz HT,
Intel Core i7-4790,145
4x 3.60 GHz (4.00 GHz) HT,
Intel Core i7-4790S,145
4x 3.20 GHz (4.00 GHz) HT,
Intel Core i5-4590,144
4x 3.30 GHz (3.70 GHz),
Intel Core i5-4590S,144
4x 3.00 GHz (3.70 GHz),
Intel Core i7-6650U,144
2x 2.20 GHz (3.40 GHz) HT,
Intel Core i7-6600U,144
2x 2.60 GHz (3.40 GHz) HT,
Intel Core i5-7260U,144
2x 2.20 GHz (3.40 GHz) HT,
Intel Xeon E3-1230 v3,144
4x 3.30 GHz (3.70 GHz) HT,
Intel Core i5-6440HQ,144
4x 2.60 GHz (3.50 GHz),
Intel Core i7-4810MQ,143
4x 2.80 GHz (3.70 GHz) HT,
Intel Core i5-7300HQ,143
4x 2.50 GHz (3.50 GHz),
Intel Xeon E5-2643 v3,142
6x 3.40 GHz (3.70 GHz) HT,
Intel Core i7-5930K,142
6x 3.50 GHz (3.70 GHz) HT,
Intel Core i3-4340,142
2x 3.60 GHz HT,
Intel Core i7-4800MQ,142
4x 2.70 GHz (3.70 GHz) HT,
Intel Xeon E5-2640 v4,142
10x 2.40 GHz (3.40 GHz) HT,
AMD Ryzen 3 2200G,142
4x 3.50 GHz (3.70 GHz),
Intel Core i3-4350,142
2x 3.60 GHz HT,
Intel Core i7-4770K,141
4x 3.50 GHz (3.90 GHz) HT,
AMD Epyc 7451,141
24x 2.30 GHz (3.20 GHz) HT,
AMD Epyc 7601,141
32x 2.20 GHz (3.20 GHz) HT,
Intel Core i7-4820K,141
4x 3.70 GHz (3.90 GHz) HT,
Intel Core i5-7500T,141
4x 2.70 GHz (3.30 GHz),
Intel Core i7-4770,141
4x 3.40 GHz (3.90 GHz) HT,
Intel Core i7-4770R,141
4x 3.20 GHz (3.90 GHz) HT,
Intel Core i3-8130U,141
2x 2.20 GHz (3.40 GHz) HT,
Intel Core i3-4150,141
2x 3.50 GHz HT,
Intel Core i7-4790T,141
4x 2.70 GHz (3.90 GHz) HT,
Intel Core i5-4570S,140
4x 2.90 GHz (3.60 GHz),
Intel Core i7 7Y75,140
2x 1.30 GHz (3.30 GHz) HT,
Intel Pentium G4400,140
2x 3.30 GHz,
Intel Core i5-6440EQ,140
4x 2.70 GHz (3.40 GHz),
Intel Core i7-3930k,140
6x 3.20 GHz (3.80 GHz) HT,
Intel Core i5-6267U,140
2x 2.90 GHz (3.30 GHz) HT,
Intel Core i7-5850EQ,140
4x 2.70 GHz (3.40 GHz) HT,
Intel Core i7-5750HQ,140
4x 2.50 GHz (3.40 GHz) HT,
Intel Core i5-4570,140
4x 3.20 GHz (3.60 GHz),
Intel Xeon Gold 5118,140
12x 2.30 GHz (3.20 GHz) HT,
Intel Xeon E3-1225 v3,140
4x 3.20 GHz (3.60 GHz),
Intel Core i5-6400,140
4x 2.70 GHz (3.30 GHz),
Intel Xeon Gold 5120,139
14x 2.20 GHz (3.20 GHz) HT,
Intel Xeon Gold 5119T,139
14x 1.90 GHz (3.20 GHz) HT,
Intel Core i5-8400T,139
6x 1.70 GHz (3.30 GHz),
AMD Ryzen 3 Pro 1200,139
4x 3.10 GHz (3.40 GHz),
Intel Core i7-4930K,139
6x 3.40 GHz (3.90 GHz) HT,
Intel Xeon Gold 5120T,139
14x 2.20 GHz (3.20 GHz) HT,
Intel Core i7-4850HQ,139
4x 2.30 GHz (3.50 GHz) HT,
Intel Xeon E5-2698 v3,139
16x 2.30 GHz (3.60 GHz) HT,
Intel Xeon E5-2667 v3,139
8x 3.20 GHz (3.60 GHz) HT,
AMD Ryzen 5 1400,139
4x 3.20 GHz (3.40 GHz) HT,
Intel Core i3-8121U,139
2x 2.20 GHz (3.20 GHz) HT,
Intel Xeon E5-2697 v3,139
14x 2.60 GHz (3.60 GHz) HT,
Intel Core i7-5557U,139
2x 3.10 GHz (3.40 GHz) HT,
AMD Ryzen 3 3300U,139
4x 2.10 GHz (3.50 GHz),
Intel Core i7-5820K,139
6x 3.30 GHz (3.60 GHz) HT,
Intel Xeon E3-1240L v5,138
4x 2.10 GHz (3.20 GHz) HT,
Intel Xeon E3-1265L v3,138
4x 2.50 GHz (3.70 GHz) HT,
AMD Ryzen 7 2700U,138
4x 2.20 GHz (3.80 GHz) HT,
AMD Ryzen 3 3200U,138
2x 2.60 GHz (3.50 GHz) HT,
Intel Pentium G5500T,138
2x 3.20 GHz HT,
AMD Ryzen 5 3500U,138
4x 2.10 GHz (3.70 GHz) HT,
AMD Athlon 300U,138
2x 2.60 GHz (3.50 GHz) HT,
Intel Xeon E5-2680 v4,138
14x 2.40 GHz (3.30 GHz) HT,
Intel Core i7-3770k,137
4x 3.50 GHz (3.90 GHz) HT,
Intel Pentium G3460,137
2x 3.50 GHz,
Intel Core i3-4330,137
2x 3.50 GHz HT,
Intel Core i3-8300T,137
4x 3.20 GHz,
Intel Xeon E5-2695 v4,137
18x 2.20 GHz (3.30 GHz) HT,
Intel Xeon E5-1630 v3,137
4x 3.70 GHz (3.80 GHz) HT,
Intel Core i3-4130,136
2x 3.50 GHz HT,
Intel Core i5-4340M,136
2x 2.90 GHz (3.50 GHz) HT,
Intel Celeron G4920,136
2x 3.20 GHz,
Intel Core i5-4690T,136
4x 2.50 GHz (3.50 GHz),
Intel Core i5 7Y54,136
2x 1.20 GHz (3.20 GHz) HT,
Intel Xeon E5-2687W v3,135
10x 3.10 GHz (3.50 GHz) HT,
Intel Xeon E5-2690 v3,135
12x 2.60 GHz (3.50 GHz) HT,
Intel Core i7-6560U,135
2x 2.20 GHz (3.20 GHz) HT,
Intel Core i5-5287U,135
2x 2.90 GHz (3.30 GHz) HT,
Intel Core i7-3970X,135
6x 3.50 GHz (4.00 GHz) HT,
Intel Core i3-6300T,135
2x 3.30 GHz HT,
Intel Xeon E5-2623 v4,134
4x 2.60 GHz (3.20 GHz) HT,
Intel Core i7-3770,134
4x 3.40 GHz (3.90 GHz) HT,
Intel Xeon E5-2637 v3,134
4x 3.50 GHz (3.70 GHz) HT,
Intel Core i7-4770T,134
4x 2.50 GHz (3.70 GHz) HT,
Intel Core i5-5575R,134
4x 2.80 GHz (3.30 GHz),
Intel Core i5-4330M,134
2x 2.80 GHz (3.50 GHz) HT,
AMD Ryzen 3 2300U,134
4x 2.00 GHz (3.40 GHz),
Intel Xeon E5-2660 v4,133
14x 2.00 GHz (3.20 GHz) HT,
Intel Pentium G5400T,133
2x 3.10 GHz HT,
Intel Pentium G3450,133
2x 3.40 GHz,
AMD Epyc 7401P,132
24x 2.00 GHz (3.00 GHz) HT,
Intel Core i3-8100T,132
4x 3.10 GHz,
Intel Core i5-7200U,132
2x 2.50 GHz (3.10 GHz) HT,
Intel Core i5-6500T,132
4x 2.50 GHz (3.10 GHz),
Intel Core i5-6300HQ,132
4x 2.30 GHz (3.20 GHz),
AMD Epyc 7401,132
24x 2.00 GHz (3.00 GHz) HT,
Intel Core i7-4650U,132
2x 1.70 GHz (3.30 GHz) HT,
Intel Core i7-6500U,132
2x 2.50 GHz (3.10 GHz) HT,
AMD Epyc 7551,132
32x 2.00 GHz (3.00 GHz) HT,
AMD Epyc 7501,132
32x 2.00 GHz (3.00 GHz) HT,
Intel Celeron G4900,132
2x 3.10 GHz,
AMD Epyc 7551P,132
32x 2.00 GHz (3.00 GHz) HT,
Intel Pentium G3440,132
2x 3.30 GHz,
Intel Core i5-4460S,132
4x 2.90 GHz (3.40 GHz),
Intel Core i5-4460,132
4x 3.20 GHz (3.40 GHz),
Intel Core i5-3570,132
4x 3.40 GHz (3.80 GHz),
Intel Core i5-3570K,132
4x 3.40 GHz (3.80 GHz),
Intel Pentium G3430,132
2x 3.30 GHz,
Intel Xeon E3-1220 v3,132
4x 3.10 GHz (3.50 GHz),
Intel Xeon Silver 4112,131
4x 2.60 GHz (3.00 GHz) HT,
Intel Xeon Silver 4110,131
8x 2.10 GHz (3.00 GHz) HT,
Intel Xeon Silver 4114T,131
10x 2.20 GHz (3.00 GHz) HT,
Intel Core i3-6100T,131
2x 3.20 GHz HT,
Intel Xeon Silver 4114,131
10x 2.20 GHz (3.00 GHz) HT,
Intel Core i5-6360U,131
2x 2.00 GHz (3.10 GHz) HT,
Intel Xeon Silver 4116,131
12x 2.10 GHz (3.00 GHz) HT,
Intel Xeon Silver 4116T,131
12x 2.10 GHz (3.00 GHz) HT,
Intel Core i7-5600U,131
2x 2.60 GHz (3.20 GHz) HT,
Intel Xeon Silver 4109T,131
8x 2.00 GHz (3.00 GHz) HT,
Intel Core i7-5650U,131
2x 2.20 GHz (3.20 GHz) HT,
Intel Xeon Silver 4108,130
8x 1.80 GHz (3.00 GHz) HT,
Intel Core m7-6Y75,130
2x 1.20 GHz (3.10 GHz) HT,
AMD Ryzen 5 2500U,130
4x 2.00 GHz (3.60 GHz) HT,
Intel Xeon E5-1620 v3,130
4x 3.50 GHz (3.60 GHz) HT,
AMD Ryzen 3 1200,129
4x 3.10 GHz (3.45 GHz),
Intel Pentium G3420,129
2x 3.20 GHz,
Intel Core i7-4558U,129
