4x 3.60 GHz (4.00 GHz) HT,
Intel Xeon E3-1270 v5,4536
4x 3.60 GHz (4.00 GHz) HT,
Intel Xeon E3-1280 v5,4536
4x 3.70 GHz (4.00 GHz) HT,
Intel Core i7-6700,4519
4x 3.40 GHz (4.00 GHz) HT,
Intel Core i7-8700T,4514
6x 2.40 GHz (4.00 GHz) HT,
Intel Core i5-7640X,4489
4x 4.00 GHz (4.20 GHz) HT,
Intel Core i5-7600K,4483
4x 3.80 GHz (4.20 GHz),
Intel Core i7-8809G,4465
4x 3.10 GHz (4.20 GHz) HT,
Intel Core i5-8400H,4449
4x 2.50 GHz (4.20 GHz) HT,
Intel Core i5-8600,4444
6x 3.10 GHz (4.20 GHz),
Intel Xeon E3-1230 v6,4442
4x 3.50 GHz (3.90 GHz) HT,
Intel Xeon E3-1245 v5,4423
4x 3.50 GHz (3.90 GHz) HT,
Intel Xeon E3-1260L v5,4423
4x 2.90 GHz (3.90 GHz) HT,
Intel Xeon E3-1240 v5,4423
4x 3.50 GHz (3.90 GHz) HT,
AMD Ryzen 7 2700,4400
8x 3.20 GHz (3.80 GHz) HT,
AMD Ryzen Threadripper 1900X,4400
8x 3.80 GHz (4.00 GHz) HT,
Intel Xeon E5-2637 v4,4382
4x 3.50 GHz (3.70 GHz) HT,
Intel Xeon E5-2643 v4,4379
6x 3.40 GHz (3.70 GHz) HT,
Intel Core i5-7600,4371
4x 3.50 GHz (4.10 GHz),
Intel Core i7-8650U,4371
4x 1.90 GHz (4.20 GHz) HT,
Intel Core i7-8706G,4360
4x 3.10 GHz (4.10 GHz) HT,
Intel Core i7-7920HQ,4360
4x 3.10 GHz (4.10 GHz) HT,
Intel Core i7-8709G,4360
4x 3.10 GHz (4.10 GHz) HT,
Intel Core i7-8705G,4360
4x 3.10 GHz (4.10 GHz) HT,
AMD Ryzen 7 1800X,4356
8x 3.60 GHz (4.00 GHz) HT,
Intel Core i5-9600T,4350
6x 2.30 GHz (3.90 GHz),
Intel Core i5-8500,4337
6x 3.00 GHz (4.10 GHz),
Intel Core i7-7700T,4314
4x 2.90 GHz (3.80 GHz) HT,
Intel Xeon E3-1230 v5,4309
4x 3.40 GHz (3.80 GHz) HT,
Intel Core i7-4790K,4302
4x 4.00 GHz (4.40 GHz) HT,
Intel Core i3-7350K,4301
2x 4.20 GHz HT,
AMD Ryzen 5 2400G,4295
4x 3.60 GHz (3.90 GHz) HT,
AMD Ryzen 5 2600,4280
6x 3.40 GHz (3.90 GHz) HT,
Intel Core i7-7567U,4267
2x 3.50 GHz (4.00 GHz) HT,
Intel Core i3-8350K,4260
4x 4.00 GHz,
Intel Core i7-4940MX,4260
4x 3.10 GHz (3.90 GHz) HT,
Intel Xeon E5-2667 v4,4257
8x 3.20 GHz (3.60 GHz) HT,
Intel Xeon Platinum 8180M,4246
28x 2.50 GHz (3.80 GHz) HT,
Intel Xeon Platinum 8180,4246
28x 2.50 GHz (3.80 GHz) HT,
Intel Xeon E5-2697A v4,4240
16x 2.60 GHz (3.60 GHz) HT,
Intel Core i7-7660U,4240
2x 2.50 GHz (4.00 GHz) HT,
Intel Xeon Platinum 8176,4235
28x 2.10 GHz (3.80 GHz) HT,
Intel Core i5-8300H,4235
4x 2.30 GHz (4.00 GHz) HT,
Intel Xeon Platinum 8176M,4235
28x 2.10 GHz (3.80 GHz) HT,
Intel Xeon Platinum 8176F,4235
28x 2.10 GHz (3.80 GHz) HT,
Intel Xeon E5-2697 v4,4231
18x 2.30 GHz (3.60 GHz) HT,
Intel Xeon E5-2698 v4,4228
20x 2.20 GHz (3.60 GHz) HT,
Intel Xeon E5-2699 v4,4228
22x 2.20 GHz (3.60 GHz) HT,
Intel Core i7-8565U,4217
4x 1.80 GHz (4.60 GHz) HT,
Intel Core i5-8265U,4211
4x 1.60 GHz (3.90 GHz) HT,
Intel Core i5-9500T,4205
6x 2.20 GHz (3.70 GHz),
Intel Core i3-7320,4198
2x 4.10 GHz HT,
Intel Xeon Platinum 8156,4167
4x 3.60 GHz (3.70 GHz) HT,
Intel Xeon Gold 5122,4167
4x 3.60 GHz (3.70 GHz) HT,
Intel Core i7-8550U,4162
4x 1.80 GHz (4.00 GHz) HT,
Intel Xeon Gold 6128,4161
6x 3.40 GHz (3.70 GHz) HT,
Intel Core i5-8350U,4157
4x 1.70 GHz (3.60 GHz) HT,
Intel Xeon Gold 6134,4156
8x 3.20 GHz (3.70 GHz) HT,
Intel Xeon Gold 6134M,4156
8x 3.20 GHz (3.70 GHz) HT,
Intel Xeon Gold 6154,4150
18x 3.00 GHz (3.70 GHz) HT,
Intel Xeon Gold 6136,4150
12x 3.00 GHz (3.70 GHz) HT,
Intel Xeon Platinum 8158,4150
12x 3.00 GHz (3.70 GHz) HT,
Intel Core i5-6600K,4147
4x 3.50 GHz (3.90 GHz),
Intel Core i7-7820HK,4146
4x 2.90 GHz (3.90 GHz) HT,
Intel Core i7-7820HQ,4146
4x 2.90 GHz (3.90 GHz) HT,
Intel Core i7-7600U,4144
2x 2.80 GHz (3.90 GHz) HT,
Intel Xeon Platinum 8168,4142
24x 2.70 GHz (3.70 GHz) HT,
Intel Xeon Gold 6150,4142
18x 2.70 GHz (3.70 GHz) HT,
Intel Core i5-6600,4141
4x 3.30 GHz (3.90 GHz),
Intel Xeon Gold 6142F,4139
16x 2.60 GHz (3.70 GHz) HT,
Intel Xeon Gold 6142M,4139
16x 2.60 GHz (3.70 GHz) HT,
Intel Xeon Gold 6132,4139
14x 2.60 GHz (3.70 GHz) HT,
Intel Xeon Gold 6142,4139
16x 2.60 GHz (3.70 GHz) HT,
Intel Xeon Gold 6126F,4139
12x 2.60 GHz (3.70 GHz) HT,
Intel Xeon Gold 6126T,4139
12x 2.60 GHz (3.70 GHz) HT,
Intel Xeon Gold 6126,4139
12x 2.60 GHz (3.70 GHz) HT,
AMD Ryzen 7 1700X,4138
8x 3.40 GHz (3.80 GHz) HT,
Intel Xeon E5-2687W v4,4136
12x 3.00 GHz (3.50 GHz) HT,
Intel Xeon Gold 6148F,4133
20x 2.40 GHz (3.70 GHz) HT,
Intel Core i7-4930MX,4133
4x 3.00 GHz (3.90 GHz) HT,
Intel Xeon Gold 6148,4133
20x 2.40 GHz (3.70 GHz) HT,
Intel Xeon Gold 6140,4130
18x 2.30 GHz (3.70 GHz) HT,
Intel Xeon Gold 6140M,4130
18x 2.30 GHz (3.70 GHz) HT,
Intel Core i7-6785R,4126
4x 3.30 GHz (3.90 GHz) HT,
Intel Xeon Gold 6130,4125
16x 2.10 GHz (3.70 GHz) HT,
Intel Xeon Gold 6152,4125
22x 2.10 GHz (3.70 GHz) HT,
Intel Xeon Gold 6130F,4125
16x 2.10 GHz (3.70 GHz) HT,
Intel Xeon Gold 6130T,4125
16x 2.10 GHz (3.70 GHz) HT,
Intel Xeon Platinum 8170M,4125
26x 2.10 GHz (3.70 GHz) HT,
Intel Xeon Platinum 8170,4125
26x 2.10 GHz (3.70 GHz) HT,
Intel Xeon Platinum 8160M,4125
24x 2.10 GHz (3.70 GHz) HT,
Intel Xeon Platinum 8160F,4125
24x 2.10 GHz (3.70 GHz) HT,
Intel Xeon Platinum 8160,4125
24x 2.10 GHz (3.70 GHz) HT,
Intel Xeon Platinum 8160T,4125
24x 2.10 GHz (3.70 GHz) HT,
Intel Xeon E5-2690 v4,4124
14x 2.60 GHz (3.50 GHz) HT,
Intel Xeon Gold 6138T,4122
20x 2.00 GHz (3.70 GHz) HT,
Intel Xeon Gold 6138F,4122
20x 2.00 GHz (3.70 GHz) HT,
Intel Xeon Platinum 8164,4122
26x 2.00 GHz (3.70 GHz) HT,
Intel Xeon Gold 6138,4122
20x 2.00 GHz (3.70 GHz) HT,
Intel Core i5-8259U,4116
4x 2.30 GHz (3.80 GHz) HT,
Intel Xeon E5-1680 v3,4096
8x 3.20 GHz (3.80 GHz) HT,
Intel Core i3-7300,4096
2x 4.00 GHz HT,
Intel Core i7-5775R,4083
4x 3.30 GHz (3.80 GHz) HT,
Intel Core i3-8121U,4078
2x 2.20 GHz (3.20 GHz) HT,
Intel Core i7-6700T,4060
4x 2.80 GHz (3.60 GHz) HT,
Intel Core i5-7500,4055
4x 3.40 GHz (3.80 GHz),
Intel Core i3-4370,4051
2x 3.80 GHz HT,
Intel Core i7-7700HQ,4039
4x 2.80 GHz (3.80 GHz) HT,
Intel Core i5-8305G,4039
4x 2.80 GHz (3.80 GHz) HT,
Intel Core i5-6685R,4037
4x 3.20 GHz (3.80 GHz),
AMD Ryzen 3 Pro 1300,4029
4x 3.50 GHz (3.70 GHz),
AMD Ryzen 5 1500X,4029
4x 3.50 GHz (3.70 GHz) HT,
AMD Ryzen 5 1600X,4029
6x 3.30 GHz (3.70 GHz) HT,
AMD Ryzen 7 1700,4029
8x 3.00 GHz (3.70 GHz) HT,
AMD Ryzen 7 Pro 1700,4029
8x 3.00 GHz (3.70 GHz) HT,
AMD Ryzen 7 Pro 1700X,4029
8x 3.50 GHz (3.70 GHz) HT,
AMD Ryzen 5 Pro 1500,4029
4x 3.50 GHz (3.70 GHz) HT,
Intel Core i7-7560U,4029
2x 2.40 GHz (3.80 GHz) HT,
Intel Core i5-8400,4020
6x 2.80 GHz (3.80 GHz),
Intel Core i5-7440HQ,4019
4x 2.80 GHz (3.80 GHz),
Intel Xeon E3-1535M v5,4012
4x 2.90 GHz (3.80 GHz) HT,
Intel Core i7-6920HQ,4012
4x 2.90 GHz (3.80 GHz) HT,
AMD Ryzen 3 3300U,4012
4x 2.10 GHz (3.50 GHz),
Intel Xeon E5-2640 v4,4002
10x 2.40 GHz (3.40 GHz) HT,
Intel Core i3-7100,3994
2x 3.90 GHz HT,
Intel Pentium G5600,3994
2x 3.90 GHz HT,
Intel Core i3-6320,3978
2x 3.90 GHz HT,
Intel Core i7-5775C,3978
4x 3.30 GHz (3.70 GHz) HT,
Intel Core i3-8109U,3956
2x 3.00 GHz (3.60 GHz) HT,
Intel Xeon E3-1225 v6,3948
4x 3.30 GHz (3.70 GHz),
Intel Xeon E5-1650 v3,3948
6x 3.50 GHz (3.80 GHz) HT,
Intel Core i3-4360,3945
2x 3.70 GHz HT,
Intel Xeon E3-1225 v5,3944
4x 3.00 GHz (3.70 GHz),
Intel Core i3-8300,3941
4x 3.70 GHz,
Intel Core i5-7600T,3935
4x 2.80 GHz (3.70 GHz),
Intel Core i5-8250U,3927
4x 1.60 GHz (3.40 GHz) HT,
Intel Core i7-5950HQ,3925
4x 2.90 GHz (3.80 GHz) HT,
AMD Ryzen 5 1600,3920
6x 3.20 GHz (3.60 GHz) HT,
AMD Ryzen 5 Pro 1600,3920
6x 3.20 GHz (3.60 GHz) HT,
AMD Ryzen 3 1300X,3916
4x 3.40 GHz (3.90 GHz),
Intel Core i7-4790S,3911
4x 3.20 GHz (4.00 GHz) HT,
Intel Core i5-7287U,3911
2x 3.30 GHz (3.70 GHz) HT,
Intel Core i7-4790,3911
4x 3.60 GHz (4.00 GHz) HT,
Intel Xeon E3-1505M v5,3906
4x 2.80 GHz (3.70 GHz) HT,
Intel Core i5-8600T,3903
6x 2.30 GHz (3.70 GHz),
Intel Core i5-9400T,3902
6x 1.80 GHz (3.40 GHz),
AMD Ryzen 3 2200G,3896
4x 3.50 GHz (3.70 GHz),
Intel Pentium G5500,3891
2x 3.80 GHz HT,
Intel Xeon E5-2680 v4,3887
14x 2.40 GHz (3.30 GHz) HT,
Intel Xeon E5-2695 v4,3881
18x 2.20 GHz (3.30 GHz) HT,
Intel Core i3-6300,3876
2x 3.80 GHz HT,
Intel Core i3-4340,3868
2x 3.60 GHz HT,
AMD Ryzen 7 3700U,3845
4x 2.30 GHz (4.00 GHz) HT,
Intel Xeon E5-2643 v3,3844
6x 3.40 GHz (3.70 GHz) HT,
Intel Core i7-5930K,3844
6x 3.50 GHz (3.70 GHz) HT,
Intel Core i3-4160,3838
2x 3.60 GHz HT,
Intel Core i3-8100,3834
4x 3.60 GHz,
Intel Core i5-6500,3827
4x 3.20 GHz (3.60 GHz),
Intel Core i7-6567U,3826
2x 3.30 GHz (3.60 GHz) HT,
Intel Core i5-6585R,3814
4x 2.80 GHz (3.60 GHz),
Intel Core i7-4770R,3813
4x 3.20 GHz (3.90 GHz) HT,
Intel Core i7-4770K,3813
4x 3.50 GHz (3.90 GHz) HT,
Intel Core i7-4820K,3813
4x 3.70 GHz (3.90 GHz) HT,
Intel Core i7-4770,3813
4x 3.40 GHz (3.90 GHz) HT,
Intel Core i7-4790T,3813
4x 2.70 GHz (3.90 GHz) HT,
AMD Ryzen 3 2300U,3812
4x 2.00 GHz (3.40 GHz),
Intel Core i7-6820HK,3800
4x 2.70 GHz (3.60 GHz) HT,
Intel Core i7-6820HQ,3800
4x 2.70 GHz (3.60 GHz) HT,
Intel Pentium G5400,3789
2x 3.70 GHz HT,
Intel Pentium G4620,3789
2x 3.70 GHz HT,
Intel Core i7-3770k,3782
4x 3.50 GHz (3.90 GHz) HT,
Intel Core i5-7360U,3782
2x 2.30 GHz (3.60 GHz) HT,
Intel Xeon E5-2623 v4,3777
4x 2.60 GHz (3.20 GHz) HT,
Intel Core i3-6100,3774
2x 3.70 GHz HT,
Intel Xeon E5-1660 v3,3773
8x 3.00 GHz (3.50 GHz) HT,
Intel Core i7-5960X,3773
8x 3.00 GHz (3.50 GHz) HT,
AMD Epyc 7601,3763
32x 2.20 GHz (3.20 GHz) HT,
AMD Epyc 7451,3763
24x 2.30 GHz (3.20 GHz) HT,
Intel Xeon E3-1270 v3,3759
4x 3.50 GHz (3.90 GHz) HT,
Intel Xeon E5-2660 v4,3759
14x 2.00 GHz (3.20 GHz) HT,
Intel Core i7-4930K,3745
6x 3.40 GHz (3.90 GHz) HT,
Intel Core i5-6440HQ,3742
4x 2.60 GHz (3.50 GHz),
Intel Xeon E5-2697 v3,3740
14x 2.60 GHz (3.60 GHz) HT,
Intel Xeon E5-2667 v3,3740
8x 3.20 GHz (3.60 GHz) HT,
Intel Xeon E5-2698 v3,3740
16x 2.30 GHz (3.60 GHz) HT,
Intel Core i7-5820K,3740
6x 3.30 GHz (3.60 GHz) HT,
Intel Core i5-7400,3732
4x 3.00 GHz (3.50 GHz),
Intel Xeon E3-1220 v6,3732
4x 3.00 GHz (3.50 GHz),
Intel Xeon E3-1220 v5,3731
4x 3.00 GHz (3.50 GHz),
Intel Core i3-4150,3731
2x 3.50 GHz HT,
Intel Core i7-7500U,3724
2x 2.70 GHz (3.50 GHz) HT,
Intel Core i5-5675R,3724
4x 3.10 GHz (3.60 GHz),
Intel Core i5-5675C,3724
4x 3.10 GHz (3.60 GHz),
Intel Core i7-5850HQ,3719
4x 2.70 GHz (3.60 GHz) HT,
Intel Xeon E5-1630 v3,3715
4x 3.70 GHz (3.80 GHz) HT,
Intel Core i5-6600T,3710
4x 2.70 GHz (3.50 GHz),
AMD Ryzen 3 Pro 1200,3703
4x 3.10 GHz (3.40 GHz),
AMD Ryzen 5 1400,3703
4x 3.20 GHz (3.40 GHz) HT,
Intel Core i5-7300HQ,3699
4x 2.50 GHz (3.50 GHz),
Intel Core i5-7267U,3699
2x 3.10 GHz (3.50 GHz) HT,
Intel Core i7-6700HQ,3694
4x 2.60 GHz (3.50 GHz) HT,
Intel Core i7-6770HQ,3694
4x 2.60 GHz (3.50 GHz) HT,
Intel Core i5-6287U,3692
2x 3.10 GHz (3.50 GHz) HT,
Intel Core i5-8500T,3690
6x 2.10 GHz (3.50 GHz),
Intel Core i3-8145U,3690
2x 2.10 GHz (3.90 GHz) HT,
Intel Pentium G4600,3686
2x 3.60 GHz HT,
Intel Core i5-7300U,3686
2x 2.60 GHz (3.50 GHz) HT,
AMD Ryzen 7 2700U,3679
4x 2.20 GHz (3.80 GHz) HT,
Intel Xeon E3-1285 v3,3675
4x 3.60 GHz (4.00 GHz) HT,
Intel Xeon E3-1280 v3,3675
4x 3.60 GHz (4.00 GHz) HT,
Intel Xeon E5-2640 v3,3665
8x 2.60 GHz (3.40 GHz) HT,
Intel Xeon E5-2618L v3,3665
8x 2.30 GHz (3.40 GHz) HT,
Intel Xeon E5-2630 v4,3650
10x 2.20 GHz (3.10 GHz) HT,
Intel Xeon E5-1620 v2,3640
4x 3.70 GHz (3.90 GHz) HT,
Intel Xeon E5-2690 v3,3637
12x 2.60 GHz (3.50 GHz) HT,
Intel Xeon E5-2687W v3,3637
10x 3.10 GHz (3.50 GHz) HT,
Intel Core i5-6440EQ,3635
4x 2.70 GHz (3.40 GHz),
Intel Xeon E3-1240L v5,3629
4x 2.10 GHz (3.20 GHz) HT,
AMD Ryzen 5 3500U,3625
4x 2.10 GHz (3.70 GHz) HT,
Intel Core i7-4770T,3618
4x 2.50 GHz (3.70 GHz) HT,
Intel Xeon E5-2637 v3,3618
4x 3.50 GHz (3.70 GHz) HT,
Intel Core i7-5700HQ,3616
4x 2.70 GHz (3.50 GHz) HT,
Intel Core i7-6600U,3600
2x 2.60 GHz (3.40 GHz) HT,
Intel Core i3-8130U,3600
2x 2.20 GHz (3.40 GHz) HT,
Intel Core i5-4690,3597
4x 3.50 GHz (3.90 GHz),
Intel Core i5-4690S,3597
4x 3.20 GHz (3.90 GHz),
Intel Core i5-4690K,3597
4x 3.50 GHz (3.90 GHz),
Intel Xeon E3-1275 v3,3590
4x 3.50 GHz (3.90 GHz) HT,
Intel Core i7-6650U,3589
2x 2.20 GHz (3.40 GHz) HT,
Intel Pentium G4560,3584
2x 3.50 GHz HT,
Intel Core i3-7300T,3584
2x 3.50 GHz HT,
Intel Xeon Gold 5118,3581
12x 2.30 GHz (3.20 GHz) HT,
Intel Xeon Gold 5120,3578
14x 2.20 GHz (3.20 GHz) HT,
Intel Xeon Gold 5120T,3578
14x 2.20 GHz (3.20 GHz) HT,
Intel Core i5-7260U,3572
2x 2.20 GHz (3.40 GHz) HT,
Intel Xeon Gold 5119T,3570
14x 1.90 GHz (3.20 GHz) HT,
Intel Core i7-4900MQ,3560
4x 2.80 GHz (3.80 GHz) HT,
Intel Xeon E3-1231 v3,3554
4x 3.40 GHz (3.80 GHz) HT,
Intel Pentium G4520,3546
2x 3.60 GHz,
Intel Core i7-3930k,3542
6x 3.20 GHz (3.80 GHz) HT,
Intel Xeon E5-2620 v4,3531
8x 2.10 GHz (3.00 GHz) HT,
Intel Xeon E5-2683 v4,3531
16x 2.10 GHz (3.00 GHz) HT,
AMD Epyc 7401P,3528
24x 2.00 GHz (3.00 GHz) HT,
AMD Epyc 7551,3528
32x 2.00 GHz (3.00 GHz) HT,
AMD Epyc 7401,3528
24x 2.00 GHz (3.00 GHz) HT,
AMD Epyc 7501,3528
32x 2.00 GHz (3.00 GHz) HT,
AMD Epyc 7551P,3528
32x 2.00 GHz (3.00 GHz) HT,
Intel Xeon E5-1620 v3,3520
4x 3.50 GHz (3.60 GHz) HT,
Intel Xeon E3-1245 v3,3515
4x 3.40 GHz (3.80 GHz) HT,
Intel Core i5-7500T,3515
4x 2.70 GHz (3.30 GHz),
Intel Xeon E3-1240 v3,3515
4x 3.40 GHz (3.80 GHz) HT,
Intel Core i7-5750HQ,3512
4x 2.50 GHz (3.40 GHz) HT,
Intel Core i7-5850EQ,3512
4x 2.70 GHz (3.40 GHz) HT,
Intel Core i5-4670,3504
4x 3.40 GHz (3.80 GHz),
Intel Core i5-4670K,3504
4x 3.40 GHz (3.80 GHz),
Intel Core i5-6400,3502
4x 2.70 GHz (3.30 GHz),
Intel Core i7 7Y75,3487
2x 1.30 GHz (3.30 GHz) HT,
Intel Xeon E5-2687W v2,3486
8x 3.40 GHz (4.00 GHz) HT,
Intel Core i3-7100T,3482
2x 3.40 GHz HT,
Intel Core i5-6267U,3481
2x 2.90 GHz (3.30 GHz) HT,
AMD Ryzen 5 2500U,3479
4x 2.00 GHz (3.60 GHz) HT,
Intel Core i5-8400T,3472
6x 1.70 GHz (3.30 GHz),
AMD Ryzen 3 1200,3464
4x 3.10 GHz (3.45 GHz),
Intel Core i7-4960X,3460
6x 3.60 GHz (4.00 GHz) HT,
Intel Xeon E3-1230 v3,3460
4x 3.30 GHz (3.70 GHz) HT,
Intel Xeon E5-2630 v3,3450
8x 2.40 GHz (3.20 GHz) HT,
Intel Pentium G4500,3448
2x 3.50 GHz,
Intel Core i5-5287U,3442
2x 2.90 GHz (3.30 GHz) HT,
Intel Core i7-4810MQ,3440
4x 2.80 GHz (3.70 GHz) HT,
Intel Xeon E5-2660 v3,3429
10x 2.60 GHz (3.30 GHz) HT,
Intel Xeon E5-2680 v3,3429
12x 2.50 GHz (3.30 GHz) HT,
Intel Xeon E5-2695 v3,3429
14x 2.30 GHz (3.30 GHz) HT,
Intel Core i7-3770,3424
4x 3.40 GHz (3.90 GHz) HT,
Intel Xeon E5-2623 v3,3422
4x 3.00 GHz (3.50 GHz) HT,
Intel Core i5-6300HQ,3421
4x 2.30 GHz (3.20 GHz),
Intel Xeon E5-2650 v4,3418
12x 2.20 GHz (2.90 GHz) HT,
Intel Core i5-4590S,3412
4x 3.00 GHz (3.70 GHz),
Intel Core i5-4590,3412
4x 3.30 GHz (3.70 GHz),
Intel Core i5-5575R,3412
4x 2.80 GHz (3.30 GHz),
Intel Core i3-4360T,3411
2x 3.20 GHz HT,
AMD Epyc 7251,3410
8x 2.10 GHz (2.90 GHz) HT,
AMD Epyc 7351,3410
16x 2.40 GHz (2.90 GHz) HT,
AMD Epyc 7351P,3410
16x 2.40 GHz (2.90 GHz) HT,
Intel Core i3-8300T,3408
4x 3.20 GHz,
Intel Xeon E5-2630L v4,3407
10x 1.80 GHz (2.90 GHz) HT,
AMD Athlon 200GE,3400
2x 3.20 GHz (3.20 GHz),
Intel Core i7-5557U,3393
2x 3.10 GHz (3.40 GHz) HT,
Intel Core i7-6950X,3387
10x 3.00 GHz (3.50 GHz) HT,
Intel Core i7-6560U,3381
2x 2.20 GHz (3.20 GHz) HT,
Intel Core i5 7Y54,3378
2x 1.20 GHz (3.20 GHz) HT,
Intel Xeon Silver 4112,3370
4x 2.60 GHz (3.00 GHz) HT,
Intel Core i3-6300T,3366
2x 3.30 GHz HT,
Intel Xeon Silver 4114T,3358
10x 2.20 GHz (3.00 GHz) HT,
Intel Xeon Silver 4114,3358
10x 2.20 GHz (3.00 GHz) HT,
Intel Xeon Silver 4116,3356
12x 2.10 GHz (3.00 GHz) HT,
Intel Xeon Silver 4110,3356
8x 2.10 GHz (3.00 GHz) HT,
Intel Xeon Silver 4116T,3356
12x 2.10 GHz (3.00 GHz) HT,
Intel Xeon Silver 4109T,3353
8x 2.00 GHz (3.00 GHz) HT,
Intel Xeon E3-1265L v3,3352
4x 2.50 GHz (3.70 GHz) HT,
Intel Core i7-3970X,3350
6x 3.50 GHz (4.00 GHz) HT,
Intel Xeon Silver 4108,3347
8x 1.80 GHz (3.00 GHz) HT,
Intel Xeon E5-2620 v3,3325
6x 2.40 GHz (3.20 GHz) HT,
Intel Xeon E3-1225 v3,3320
4x 3.20 GHz (3.60 GHz),
Intel Core i5-4570S,3320
4x 2.90 GHz (3.60 GHz),
Intel Core i5-4570,3320
4x 3.20 GHz (3.60 GHz),
Intel Core i7-4700HQ,3319
4x 2.40 GHz (3.40 GHz) HT,
Intel Core i7-4700MQ,3319
4x 2.40 GHz (3.40 GHz) HT,
Intel Core i7-3960X,3314
6x 3.30 GHz (3.90 GHz) HT,
Intel Core i7-4800MQ,3310
4x 2.70 GHz (3.70 GHz) HT,
Intel Core i3-4160T,3305
2x 3.10 GHz HT,
Intel Core i3-8100T,3302
4x 3.10 GHz,
Intel Core i5-3570K,3300
4x 3.40 GHz (3.80 GHz),
Intel Core i7-4610M,3300
2x 3.00 GHz (3.60 GHz) HT,
Intel Core i5-3570,3300
4x 3.40 GHz (3.80 GHz),
Intel Xeon E5-1660 v2,3295
6x 3.70 GHz (4.00 GHz) HT,
Intel Core i5-6500T,3289
4x 2.50 GHz (3.10 GHz),
Intel Core i7-6500U,3286
2x 2.50 GHz (3.10 GHz) HT,
Intel Pentium G5500T,3277
2x 3.20 GHz HT,
